name,town,category,discontinued
LAUNIS A/S,"Niels Bohrs Vej 9, 9990 Skagen",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến,
Tenax Sild A/S,"Industrivej Nord 2, 9982 Ålbæk",Nhà máy chế biến,
A/S SÆBY FISKEINDUSTRI,"Gyldendalsvej 4, 9300 Sæby",Nhà máy chế biến; Kho lạnh bảo quản,
Havnens Fiskehus ApS Fisk engros,"Fiskerivej 6, 8000 Aarhus C",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến; Kho lạnh bảo quản,
H.P. THERKELSEN A/S,"Eksportvej 1, 6330 Padborg",Nhà máy chế biến sản phẩm thủy sản tươi sống; Kho lạnh bảo quản,
"INCO CC KØBENHAVN A/S fiskeafdeling, Fiskeafdeling","Flæsketorvet 84A, 1711 København V",Nhà máy chế biến sản phẩm thủy sản tươi sống,
Christiansøpigens Sild,"Gruset 7, 3740 Svaneke",Nhà máy chế biến,
Hirtshals Seafood A/S,"Østergade 56, 9850 Hirtshals",Nhà máy chế biến; Kho lạnh bảo quản,
Ruth's Kryddersild,"Christiansø 93, 3760 Gudhjem",Nhà máy chế biến,
Jacob Kongsbak Lassen ApS,"Høgevej 8A, 3400 Hillerød",Nhà máy chế biến sản phẩm thủy sản tươi sống; Kho lạnh bảo quản,
"Nopalax ApS, Engros","Strandvejen 22, 3390 Hundested",Nhà máy chế biến,
Højerdyb ApS,"Nørreager 6, 6280 Højer",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
Verner Andersens Farsfabrik A/S,"Kattegatvej 65, 2150 Nordhavn",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến,
Pernille,"Pakkerivej 2 A, 8000 Aarhus C",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến,
Skibby Røgeri,"Industrivej 6, 4050 Skibby",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến,
Nordisk Fiske Kompagni A/S,"Havnen 70, 7620 Lemvig",Nhà máy chế biến,
Thilde Sofie ApS,"Havbakken 108, 6710 Esbjerg V",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
Rune Egholm E 426 ApS,"Vesterhavsgade 32, 6700 Esbjerg",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
P TAABBEL & CO HANSTHOLM A/S,"Industribuen 3, 7730 Hanstholm",Nhà máy chế biến; Kho lạnh bảo quản; Cơ sở tách thịt thủy sản bằng cơ học,
N O HAUSGAARD A/S,"Sindalvej 20, 9850 Hirtshals",Nhà máy chế biến sản phẩm thủy sản tươi sống,
"HV 42 JANNI, V/CHR BENTIN","Byvej 13, 6261 Bredebro",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
Essentia Protein Solutions,"Adelvej 11, 6940 Lem St",Nhà máy chế biến,
Polar Seafood Esbjerg A/S,"H E Bluhmes Vej 30, 6700 Esbjerg",Nhà máy chế biến,
GULDBORG REJEPILLERI ApS,"Guldborgvej 354, 4862 Guldborg",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến,
Møllers Fiskerøgeri-Pakhus,"Kulholmsvej 4, 8930 Randers NØ",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến,
S 107 Skagerak,"Ferslevsvej 22, 9990 Skagen",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
J. Chr. Juhl Røgeri A/S,"Sdr. Havnekaj 16, 5300 Kerteminde",Nhà máy chế biến,
J CHR JUHL A/S,"Dosseringen 35, 5300 Kerteminde",Nhà máy chế biến sản phẩm thủy sản tươi sống; Cơ sở bọc màng và tái đóng gói,
PANDALUS A/S,"Industrivangen 3, 7730 Hanstholm",Nhà máy chế biến sản phẩm thủy sản tươi sống; Cơ sở tách thịt thủy sản bằng cơ học; Kho lạnh bảo quản,
EKKO FISK AF 2002 A/S,"Bådebrogade 2, 6700 Esbjerg",Nhà máy chế biến sản phẩm thủy sản tươi sống; Kho lạnh bảo quản,
Agustson A/S,"Englandsvej 11, 7100 Vejle",Nhà máy chế biến,
"Scandic Pelagic A/S, Fabrik II","Coastervej 1, 9990 Skagen",Nhà máy chế biến,
Engelsviken Canning Denmark A/S,"Søren Humbers Kaj 2, 9990 Skagen",Nhà máy chế biến; Cơ sở bọc màng và tái đóng gói; Kho lạnh bảo quản,
HV 81 IDA EMILIE ApS,"Havnepladsen 1, 1, 6792 Rømø",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
Ri 159 Samantha,"Stormgade 8, 1 th, 6960 Hvide Sande",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
Harald Iversen & Søn A/S,"Rødspættevej 2, 7680 Thyborøn",Nhà máy chế biến sản phẩm thủy sản tươi sống; Kho lạnh bảo quản,
Danske Fiskeauktioner A/S,"Auktionskajen 1, 3250 Gilleleje",Kho lạnh bảo quản,
Katja E 35,"Toftevænget 4A, 6710 Esbjerg V",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
AQUA PRODUCTION ApS,"Aarøsund Havn 10-14, 6100 Haderslev",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến,
Albanigades Fisk og Vildt ApS,"Søndre Havnekaj 10, 5300 Kerteminde",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến,
Partrederiet HV 8 Gitte- Miranda,"Helgolandsgade 19, 6700 Esbjerg",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
"Snogebæk Røgeri, Engros","Hovedgade 6, 3730 Nexø",Nhà máy chế biến,
Prime Ocean A/S,"Østhavnsvej 12, 9850 Hirtshals",Nhà máy chế biến; Nhà máy chế biến sản phẩm thủy sản tươi sống; Kho lạnh bảo quản,
"MUSLINGEFISKER HERLUF BONDE JOHANSEN ESBJERG, HO BUGT E 4","Violvej 2, 7800 Skive",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
Skagerak Processing A/S,"Herluf Trollesvej 14, 9850 Hirtshals",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến; Cơ sở bọc màng và tái đóng gói; Kho lạnh bảo quản,
"Kutter Sofia Kaul E41, KAUL ApS","Sædding Strandvej 255A, 6715 Esbjerg N",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
Jeka Fish A/S,"Havnen 70, 7620 Lemvig",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến; Kho lạnh bảo quản; Cơ sở tách thịt thủy sản bằng cơ học,
Thorsminde Fisk,"Vangevej 9, 7620 Lemvig",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến,
Skovsted Ålefarm,"Kanstrupvej 5, 7700 Thisted",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến,
"Inco CC Aarhus A/S, Fiskeafdeling","Blomstervej 5, 8381 Tilst",Nhà máy chế biến sản phẩm thủy sản tươi sống; Cơ sở bọc màng và tái đóng gói; Kho lạnh bảo quản,
DANFOREL A/S,"Slagterivej 2, 7200 Grindsted",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến,
Fanø Laks ApS,"Sønder Nytoft 10, 6720 Esbjerg Ø",Nhà máy chế biến,
Seafood Flavours A/S,"Food Parken 7, 7900 Nykøbing F",Nhà máy chế biến,
Wellfish,"Havnegade 13C, 7680 Thyborøn",Nhà máy chế biến sản phẩm thủy sản tươi sống,
FN 104 Carpe-Diem ApS - Engros,"Ærøvej 10, 9940 Læsø",Kho lạnh bảo quản,
Kt. Inger Kathrine L 610,"Sprogøvej 6 a, 7680 Thyborøn",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
S 158 Saron,"Spliidsvej 25A, 9990 Skagen",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
"E 248 Ella, KR-Fiskeri ApS","Sædding Strandvej 255A, 6710 Esbjerg V",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
Hannah-sela,"Præstegårdsvej 13, 6780 Skærbæk",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
"HV 80 Fru Hellesøe, Hjemsted Rejefisker ApS","Jægertoften 5, 6780 Skærbæk",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
"HV 24 Chrestine, Schramm Skibe ApS","Vestervej 35, 6792 Rømø",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
RI 157 Arkona v/Partrederiet Thomas og Bjarne,"Stormgade 8, 1 th, 6960 Hvide Sande",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
RI 426 ApS,"Stormgade 8, 1, 6960 Hvide Sande",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
"Haralds Fisk, Engros","Haraldsgade 106, 2100 København Ø",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến,
Deba Fisk ApS,"Peder Skramsvej 1, 9850 Hirtshals",Nhà máy chế biến sản phẩm thủy sản tươi sống,
Poseidon Seafood ApS,"Marielundvej 34B, 2730 Herlev",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến; Kho lạnh bảo quản,
"Flyvefisken, engros","Stockflethsvej 12, 8400 Ebeltoft",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến,
Fiskeriselskabet Ida Sara E 710 ApS,"Uranusvænget 31, 6710 Esbjerg V",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
Pelagia Danmark A/S,"Hermetikvej 9, 9990 Skagen",Nhà máy chế biến,
FISKERIKAJEN ENGROS ApS,"H.J. Holst Vej 12, 2610 Rødovre",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến,
Ryans Fisk & Vildt,"Gårslev Østergade 13, 7080 Børkop",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến; Cơ sở tách thịt thủy sản bằng cơ học,
MARFRESH ApS,"Rødspættevej 9, 9970 Strandby",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến; Cơ sở bọc màng và tái đóng gói; Kho lạnh bảo quản,
RI 320 Lasiry Partrederi,"Toldbodgade 4, 1 sal, 6960 Hvide Sande",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
Brilliant Caviar A/S,"Dalgasvej 2, Ny Højen, 7100 Vejle",Nhà máy chế biến; Kho lạnh bảo quản,
RI 93 AVANCE,"Kirkevej 4, 6960 Hvide Sande",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
Danish Salmon A/S,"Niels Juelsvej 46, 9850 Hirtshals",Nhà máy chế biến sản phẩm thủy sản tươi sống,
DANISH SALMON SLAGTERI,"Søren Nordbysvej 22, 9850 Hirtshals",Nhà máy chế biến sản phẩm thủy sản tươi sống,
Partrederiet Ri 124 Tima,"Stormgade 8, 6960 Hvide Sande",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
Nordic Fish Sauce A/S,"Sydhalevej 2, 7680 Thyborøn",Nhà máy chế biến,
Samsø Røgeri,"Østervangen 2 A, 8305 Samsø",Nhà máy chế biến,
Inco CC Glostrup A/S,"Ejby Industrivej 111, 2600 Glostrup",Nhà máy chế biến sản phẩm thủy sản tươi sống,
AquaPri ApS Gamst Aquakultur,"Fiskeparken 4, 6600 Vejen",Nhà máy chế biến,
Rå Engros ApS,"Kattegatvej 55, 2150 Nordhavn",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến; Cơ sở bọc màng và tái đóng gói,
BinOcean Pakhus ApS,"Jens Munksvej 4, 9850 Hirtshals",Nhà máy chế biến sản phẩm thủy sản tươi sống,
Dengsö A/S,"Auktionsgade 4, 7730 Hanstholm",Nhà máy chế biến sản phẩm thủy sản tươi sống; Kho lạnh bảo quản,
"PHARMA NORD APS, Kosttilskud","Tinglykke 4, 6500 Vojens",Nhà máy chế biến,
SKAGENFOOD - Engros,"Hyttefadsvej 8, 9970 Strandby",Nhà máy chế biến sản phẩm thủy sản tươi sống,
S 486 Sajoni,"Eratosvej 8, 9990 Skagen",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
Hav Line Processing A/S,"Industrikajen 7, 9850 Hirtshals",Nhà máy chế biến sản phẩm thủy sản tươi sống; Kho lạnh bảo quản,
Royal Danish Fish A/S,"Nordre Strandvej 60, 7730 Hanstholm",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến,
"A. ESPERSEN A/S, testkøkken","Amager Strandvej 403, 2770 Kastrup",Nhà máy chế biến,
"Undergroundkitchen, engros","Victoriagade 40, 5000 Odense C",Nhà máy chế biến,
"Nordic Kingfish Hanstholm, Sashimi Royal","Nordre Strandvej 62- 66, 7730 Hanstholm",Nhà máy chế biến sản phẩm thủy sản tươi sống,
KYST ApS,"Kai Lindbergs Gade 37, 7730 Hanstholm",Nhà máy chế biến sản phẩm thủy sản tươi sống,
Leon`s Ø Fisk v/Leon Mikkelsen,"Ilkjæret 18, 7950 Erslev",Nhà máy chế biến sản phẩm thủy sản tươi sống,
Lyksvad Caviar ApS,"Ødis Kroge Vej 4, 6580 Vamdrup",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến,
United Group Manufacturing A/S,"Ferrarivej 12, 7100 Vejle",Nhà máy chế biến,
Fiskerøgeriet I/S,"Vellingvej 55, 8654 Bryrup",Nhà máy chế biến,
Havfruen Fisk v/Rune Mark Olsen,"Kattegatvej 69, 2150 Nordhavn",Nhà máy chế biến sản phẩm thủy sản tươi sống; Cơ sở bọc màng và tái đóng gói; Kho lạnh bảo quản,
"HV18 Freja, v/PAU SCHRAMM","Vestervej 35, 6792 Rømø",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
Royal Nyborg Smokehouse,"Lundsager 10, 5540 Ullerslev",Nhà máy chế biến,
Snap Pack A/S,"Snaptunvej 59A, 7130 Juelsminde",Nhà máy chế biến sản phẩm thủy sản tươi sống,
Just Seafood ApS,"Kai Lindbergs Gade 44, 7730 Hanstholm",Nhà máy chế biến sản phẩm thủy sản tươi sống,
JK SALATER & DRESSINGER APS,"Slagterboderne 25, 1716 København V",Nhà máy chế biến,
RI 344 Christina,"Stormgade 8, 6960 Hvide Sande",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
Sørensen Seafood A/S,"Auktionsgade 1, 7730 Hanstholm",Nhà máy chế biến sản phẩm thủy sản tươi sống,
Skagen Salmon Partnerselskab,"Buttervej 49, 9990 Skagen",Nhà máy chế biến sản phẩm thủy sản tươi sống,
Stars DK ApS,"Jens Munksvej 4, 9850 Hirtshals",Nhà máy chế biến sản phẩm thủy sản tươi sống,
All about Fish,"Sirvej 51, 7500 Holstebro",Nhà máy chế biến sản phẩm thủy sản tươi sống,
Filetfabrikken Hanstholm 2 ApS,"Kai Lindbergs Gade 22, 7730 Hanstholm",Nhà máy chế biến sản phẩm thủy sản tươi sống; Kho lạnh bảo quản,
Fishmaster Engros ApS,"Lihmevej 5, 7183 Randbøl",Nhà máy chế biến sản phẩm thủy sản tươi sống,
"Scandic Salmon A/S, Thyborøn","Sydhalevej 2, 7680 Thyborøn",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến,
Norlax A/S,"Gartnervænget 31 og 42, 6855 Outrup",Nhà máy chế biến,
HYTTELS RØGERI A/S,"Rømøvej 2, 9800 Hjørring",Nhà máy chế biến,
CENTRALRØGERIET A/S,"Tingbjergvej 5, 4632 Bjæverskov",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến; Kho lạnh bảo quản,
Varde Laks A/S,"Snedkervej 2, 6800 Varde",Nhà máy chế biến; Kho lạnh bảo quản,
Einar Christensens Fiskerøgeri,"Pakkerivej 16, 8000 Aarhus C",Nhà máy chế biến,
HG264 Signet,"Park Alle 19, 9850 Hirtshals",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
Nexø Fisk,"Kuttervej 2, 3730 Nexø",Nhà máy chế biến sản phẩm thủy sản tươi sống,
DM Seafood ApS,"Kai Lindbergs Gade 41, 7730 Hanstholm",Nhà máy chế biến sản phẩm thủy sản tươi sống,
Emilie Seafood ApS,"Emilievej 13, 9900 Frederikshavn",Nhà máy chế biến sản phẩm thủy sản tươi sống,
PEDERS FISK,"Svenningsvej 3, 4070 Kirke Hyllinge",Nhà máy chế biến,
Hirtshals Røgeri ApS,"Skovvejen 9, 9850 Hirtshals",Nhà máy chế biến,
Tenax Sild A/S Langelandsvej,"Langelandsvej 26, 5800 Nyborg",Nhà máy chế biến,
OceanChips ApS,"Kai Lindbergs Gade 46, 7730 Hanstholm",Nhà máy chế biến,
Pedersen's Laboratorium ApS,"Jens Grøns Vej 17, 7100 Vejle",Nhà máy chế biến; Cơ sở bọc màng và tái đóng gói,
Lerøy Seafood Hirtshals A/S,"Søren Nordbysvej 27, 9850 Hirtshals",Nhà máy chế biến sản phẩm thủy sản tươi sống; Kho lạnh bảo quản,
O.H. FISKEEKSPORT A/S,"Niels Juelsvej 15, 9850 Hirtshals",Nhà máy chế biến sản phẩm thủy sản tươi sống,
Sjógæti ApS,"Vestre Kaj 8, 4700 Næstved",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến; Cơ sở bọc màng và tái đóng gói,
"Amager Fiskehus ApS, Engros","Holmbladsgade 3, 2300 København S",Nhà máy chế biến sản phẩm thủy sản tươi sống; Nhà máy chế biến; Cơ sở bọc màng và tái đóng gói,
SEAWELL HIRTSHALS A/S,"Søren Nordbysvej 24- 26, 9850 Hirtshals",Nhà máy chế biến sản phẩm thủy sản tươi sống; Kho lạnh bảo quản,
"Schramm Skibe ApS, Katharine HV16, Schramm Skibe I ApS","Vestervej 35, 6792 Rømø",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
RI 78 Kathrine Helt,"Holmsland Klitvej 100, 6950 Ringkøbing",Tàu chế biến thủy sản (tàu đánh bắt kiêm nhà máy),
"Ingstrup Mejeri A/S, Asaa mejeri","Søgade 4, 9340 Asaa",Nhà máy chế biến,
Barrit Mejeri a.m.b.a.,"Brølbæk 5, 7150 Barrit",Nhà máy chế biến,
Bornholms Andelsmejeri a.m.b.a.,"Sct. Klemensgade 17, 3782 Klemensker",Nhà máy chế biến,
Cremo Ingredients A/S,"Toftegårdsvej 3, 5620 Glamsbjerg",Nhà máy chế biến,
"Arla Foods Ingredients Group P/S, Danmark Protein","Sønderupvej 26, Nr Vium, 6920 Videbæk",Nhà máy chế biến,
Thise Mejeri A.m.b.a.,"Sundsørevej 62, Thise, 7870 Roslev",Nhà máy chế biến,
Gedsted Mejeri A/S,"Østergade 23, 9631 Gedsted",Nhà máy chế biến,
DRAGSBÆK A/S,"Simons Bakke 46, 7700 Thisted",Nhà máy chế biến,
Ingstrup Mejeri A/S,"Hovedgaden 48, 9480 Løkken",Nhà máy chế biến,
J. B. Jacobsen Seden A/S,"Havegårdsvej 6-8, 5240 Odense NØ",Nhà máy chế biến,
Jernved Mejeri ApS,"Jernvedvej 242, 6771 Gredstedbro",Nhà máy chế biến,
Arla Foods Amba Arinco,"Mælkevejen 4, 6920 Videbæk",Nhà máy chế biến,
"Arla Foods Amba, Kruså Mejeri","Åbenråvej 2 A, 6340 Kruså",Nhà máy chế biến,
LACTOSAN A/S,"Nordbakken 2, 5750 Ringe",Nhà máy chế biến,
Mammen Mejerierne A/S,"Mammen Byvej 32, 8850 Bjerringbro",Nhà máy chế biến,
Drøsbro Mejeri,"Tingvej 31, 8881 Thorsø",Nhà máy chế biến,
K. Mathiasen Ost En Gros A/S,"Ribe Landevej 483, 7100 Vejle",Nhà máy chế biến,
"Arla Foods Amba, Akafa","Svenstrup Skolevej 25, 9230 Svenstrup J",Nhà máy chế biến; Cơ sở bọc màng và tái đóng gói,
"Arla Foods Amba, Birkum Ost","Ørbækvej 723, 5220 Odense SØ",Nhà máy chế biến,
"Arla Foods Amba, Bislev Mejeri","Hvalpsundvej 3, 9240 Nibe",Nhà máy chế biến,
"Arla Foods Amba, Branderup Mejeri","Engdraget 4, 6535 Branderup J",Nhà máy chế biến,
"Arla Foods Amba, Hobro Mejeri","Skivevej 39, 9500 Hobro",Nhà máy chế biến,
"Arla Foods Amba Holstebro Mejeri , Flødeost","Hjermvej 28, 7500 Holstebro",Nhà máy chế biến,
"Arla Foods Amba Holstebro Mejeri, Smør","Hjermvej 24, 7500 Holstebro",Nhà máy chế biến,
Arla Foods Amba Hoco,"Bülowsvej 9, 7500 Holstebro",Nhà máy chế biến,
"Arla Foods Amba, Høgelund Mejeri","Bregnehøjvej 16, 6500 Vojens",Nhà máy chế biến,
Arla Foods amba Nørre Vium Mejeri,"Sønderupvej 24, Nr Vium, 6920 Videbæk",Nhà máy chế biến,
Arla Foods Amba Rødkærsbro Mejeri,"Århusvej 15, 8840 Rødkærsbro",Nhà máy chế biến,
"Arla Foods Amba, Slagelse Mejericenter","Karolinevej 1, 4200 Slagelse",Nhà máy chế biến,
Arla Foods amba Troldhede Mejeri,"Industrivej 1, Troldhede, 6920 Videbæk",Nhà máy chế biến,
"Arla Foods Amba, Christiansfeld Mejericenter","Arlavej 2, 6070 Christiansfeld",Nhà máy chế biến,
"Arla Foods Amba, Esbjerg Mejeri","Kvaglundvej 84, 6705 Esbjerg Ø",Nhà máy chế biến,
Mejerigården Premier Is A/S,"Sennelsvej 1, 7700 Thisted",Nhà máy chế biến,
NØRAGER MEJERI A/S,"Bredgade 67, 9610 Nørager",Nhà máy chế biến; Kho lạnh bảo quản,
Nørup Mejeri,"Billundvej 33, 7182 Bredsten",Nhà máy chế biến,
JYDERUP OST APS,"Gyvelvænget 2, 4450 Jyderup",Nhà máy chế biến,
Storstrøms Ost A/S,"Nr Tvedevej 27, 4684 Holmegaard",Nhà máy chế biến; Cơ sở bọc màng và tái đóng gói,
"Mammen Mejerierne A/S, afd. Onsild Mejeri","Mejerivej 2, 9500 Hobro",Nhà máy chế biến,
"Them Mejeri A/S, Mejeriet","Rustrupvej 16, 8653 Them",Nhà máy chế biến,
Arla Foods amba Gjesing mejeri,"Gl. Horsensvej 389, 8660 Skanderborg",Nhà máy chế biến,
"Arla Foods amba, Korsvej Mejeri","Højrupvej 116, 7000 Fredericia",Nhà máy chế biến,
Ulvedal Ost ApS,"Tudvadvej 1 A, 6040 Egtved",Nhà máy chế biến,
"Aabybro Mejeri A/S, v/ Niels Henrik Lindhardt","Brogårdsvej 148, 9440 Aabybro",Nhà máy chế biến,
NATURMÆLK A.M.B.A.,"Gerrebækvej 24, 6360 Tinglev",Nhà máy chế biến,
P B FOODS APS,"Kastanievej 4, 5620 Glamsbjerg",Nhà máy chế biến; Kho lạnh bảo quản,
Øllingegaard Mejeri,"Borupvej 69, 3320 Skævinge",Nhà máy chế biến,
Falengreen A/S,"Niels Bohrs Vej 45, 8660 Skanderborg",Nhà máy chế biến,
Skee Ismejeri Aps,"Langebjergvej 101, 4370 Store Merløse",Nhà máy chế biến,
"Arla Foods Amba, Taulov Mejeri","Danbovej 2, 7000 Fredericia",Nhà máy chế biến,
TEBSTRUP,"Vrinners Bygade 45, 8420 Knebel",Nhà máy chế biến,
B T OST,"Agersbølvej 2, 7100 Vejle",Nhà máy chế biến,
Cocio Chokolademælk A/S,"Øresundsvej 15, 6715 Esbjerg N",Nhà máy chế biến,
"Uhrenholt A/S, Grøndal Mejeri","Hornelandevej 43, 5600 Faaborg",Nhà máy chế biến,
Natur-Drogeriet A/S,"Nydamsvej 13, 8362 Hørning",Nhà máy chế biến,
Ullerslev Oste ApS,"Damsgårdvej 2, 5540 Ullerslev",Nhà máy chế biến; Kho lạnh bảo quản,
Fayrefield Foods A/S,"Rostrup Byvej 3, 9510 Arden",Nhà máy chế biến; Cơ sở bọc màng và tái đóng gói,
Arla Foods Ingredients Group P/S R&D,"Sønderupvej 26, 6920 Videbæk",Nhà máy chế biến,
GRAND fromage,"Erhvervsparken Klank 19, st., 8464 Galten",Nhà máy chế biến; Cơ sở bọc màng và tái đóng gói; Kho lạnh bảo quản,
Biosynergy A/S,"Østerhovedvej 4, Skarø, 5700 Svendborg",Nhà máy chế biến,
"Ullerslev Mejeri, pakkeri","Damsgårdvej 2, 5540 Ullerslev",Nhà máy chế biến; Cơ sở bọc màng và tái đóng gói,
"INGSTRUP MEJERI A/S, Sønderhaven Gårdmejeri","Stadevej 314, 9700 Brønderslev",Nhà máy chế biến,
"Thise Mejeri, Bovbjerg Ostelager","Gammel Damsgårdsvej 6 A, Ferring, 7620 Lemvig",Nhà máy chế biến; Kho lạnh bảo quản,
Arla Foods Ingredients P/S - milk,"Sønderhøj 12, 8260 Viby J",Nhà máy chế biến,
"Øer Is og ost, Lille Raneladegård","Øervej 7, 8400 Ebeltoft",Nhà máy chế biến,
Palsgaard Dairy Lab,"Palsgaardvej 10, 7130 Juelsminde",Nhà máy chế biến,
Hårbølle Mejeri ApS,"Borupvej 69, 3320 Skævinge",Nhà máy chế biến,
Biofiber-Damino A/S,"Staushedevejen 10, 6621 Gesten",Nhà máy chế biến,
A/S Einar Willumsen,"Abildager 21-23, 2605 Brøndby",Nhà máy chế biến; Kho lạnh bảo quản,
"Thise Mejeri, Afd. Faster/Skjern Ostelager","Højevej 25, 6900 Skjern",Nhà máy chế biến; Kho lạnh bảo quản,
Hansens Flødeis ApS,"Landerslevvej 5-7, 3630 Jægerspris",Nhà máy chế biến,
"Thise Mejeri, Afd. Hjerm Kalkgruber","Jernbanevej 13, 7560 Hjerm",Nhà máy chế biến,
LA TRECCIA ApS,"Industrigrenen 21, 2635 Ishøj",Nhà máy chế biến,
"Mammen Mejeri A/S, Taul","Storhedevejen 32, 8850 Bjerringbro",Nhà máy chế biến,
OSTEBØRSEN VEMMELEV A/S,"Industrivænget 14, 4241 Vemmelev",Nhà máy chế biến; Cơ sở bọc màng và tái đóng gói,
Mammen Mejerierne A/S - afd. Klovborg,"Storegade 70, 8765 Klovborg",Nhà máy chế biến; Kho lạnh bảo quản,
Liba Ost,"Spørringvej 36, 8530 Hjortshøj",Nhà máy chế biến,
"Them Mejeri A/S, Revet ost / lager","Knudlundvej 11, 8653 Them",Nhà máy chế biến; Kho lạnh bảo quản,
Søtofte Gårdmejeri,"Søtoftevej 74, 4100 Ringsted",Nhà máy chế biến,
Fiskbæk Gårdbutik ved Gråsten Landbrugsskole,"Fiskbækvej 15, 6300 Gråsten",Nhà máy chế biến,
Advanced Nordic Nutrition ApS,"Rybergsvej 5, 5631 Ebberup",Nhà máy chế biến; Cơ sở bọc màng và tái đóng gói,
Kisbæk Gårdmælk ApS,"Kisbækvej 1, 6240 Løgumkloster",Nhà máy chế biến,
Arla Foods amba,"Ravnevej 4, 6705 Esbjerg Ø",Nhà máy chế biến; Kho lạnh bảo quản,
Tarup Gamle Mejeri ApS,"Thulevej 6, 5210 Odense NV",Nhà máy chế biến,
Rødkærsbro,"Århusvej 1, 8840 Rødkærsbro",Nhà máy chế biến; Cơ sở bọc màng và tái đóng gói,
Pio Pharm Denmark ApS,"Unovej 1, 3390 Hundested",Nhà máy chế biến; Cơ sở bọc màng và tái đóng gói,
Nørgaards Gedemejeri,"Bøgelyvej 14, 6920 Videbæk",Nhà máy chế biến,
"Chr. Hansen A/S, Application & Technology Center","Bøge Alle 10-12, 2970 Hørsholm",Nhà máy chế biến,
Mejeriet ved fjorden,"Sjoltevej 25, 4733 Tappernøje",Nhà máy chế biến,
"Kammersgaard Ismejeri, Engros","Sønderbyvej 32, 7620 Lemvig",Nhà máy chế biến,
