stt,ten_cong_ty,ma_phe_duyet,ma_nganh,ten_nganh,hoat_dong,dia_chi,thanh_pho,ma_buu_chinh,vung_tinh,quoc_gia,ngay_cap_nhat,ghi_chu,traces_url
207,"UAB ""FISH FACTORY""",LT 85-07,FFP,Fishery products - EU,WM - Wholesale Market; PP - Processing Plant,"Vilniaus apskr., Šalčininkų r. sav., Šalčininkų sen., Šalčininkai, Vilniaus g. 3",Šalčininkai,LT-17102,Vilnius County,Lithuania,2025-03-04,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
208,"UAB ""Iceco Žuvis""",LT 51-06 EB,FFP,Fishery products - EU,PP - Processing Plant,"Vasaros g. 99, Liepynų k., Liudvinavo sen., Marijampolės sav.",Liepynai,LT-68126,Marijampole County,Lithuania,2021-09-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
209,"UAB ""Investara""",LT49-10EB,FFP,Fishery products - EU,FFPP - Fresh Fishery Products Plant,"Strėvos g. 6A, Būbliai, LT-56362 Kaišiadorių r.",Būbliai,LT-58113,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
210,"UAB ""Marlinas"" Gamyklinis Laivas ""LOKYS""",LT 21-28 EB,FFP,Fishery products - EU,ZV - Freezer Vessel; FS - Fishing Vessel; FV - Factory Vessel,"Pylimo g. 4, LT-91249 Klaipėda",Klaipėda,LT-91249,Klaipeda County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
211,"UAB ""Marlinas"" Gamyklinis Laivas ""TAURUS""",LT 21-22 EB,FFP,Fishery products - EU,ZV - Freezer Vessel; FS - Fishing Vessel; FV - Factory Vessel,"Pylimo g. 4, LT-91249 Klaipėda",Klaipėda,LT-91249,Klaipeda County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
212,"UAB ""Marės industrija""",LT 55-29 EB,FFP,Fishery products - EU,PP - Processing Plant,"Klaipėdos g. 20, Grobštų k., Agluonėnų sen.,
Klaipėdos raj. LT-96250 Lietuva",Grobštai,LT-96252,Klaipeda County,Lithuania,2021-03-15,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
213,"UAB ""Memel Sell""",LT 55-11 EB,FFP,Fishery products - EU,PP - Processing Plant,"Stirbių g. 11, Medsėdžiai, Dovilų sen.,LT-96165 Klaipėdos r.",Medsėdžiai,,Klaipeda County,Lithuania,2021-03-15,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
214,"UAB ""NOKVĖJA""",LT 56-14 EB,FFP,Fishery products - EU,PP - Processing Plant,"Piliakalnio g. 6, Žvainių k., LT- 97319, Kretingos r. sav.",Žvainiai,LT-97318,Klaipeda County,Lithuania,2021-03-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
215,"UAB ""OSTSEE FISH KRETINGA""",LT 56-05 EB,FFP,Fishery products - EU,PP - Processing Plant,"Tiekėjų g. 33A, LT-97187 Kretinga",Kretinga,97104,Klaipeda County,Lithuania,2021-03-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
216,"UAB ""PASAULIO ŽUVYS""",LT 55-10 EB,FFP,Fishery products - EU,PP - Processing Plant,"Pamarių g. 15, Priekulė, LT-96345 Klaipėdos rajonas",Priekulė,,Klaipeda County,Lithuania,2021-03-12,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
217,"UAB ""REBA""",LT 56-01 EB,FFP,Fishery products - EU,PP - Processing Plant,"Šiaulių pl. 6, Gestautų k., , Kretingos r. sav.",Gestautai,,Klaipeda County,Lithuania,2021-03-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
218,"UAB ""RIMI LIETUVA""",42-11,FFP,Fishery products - EU,PP - Processing Plant; FFPP - Fresh Fishery Products Plant,"Migūčionių g. 1, Migūčionių k., Elektrėnų sen., Elektrėnų sav.",Gilučiai,LT-26131,Vilnius County,Lithuania,2026-09-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
219,"UAB ""TAURYS""",LT 56-02 EB,FFP,Fishery products - EU,PP - Processing Plant,"Mokyklos g. 2, Vydmantai LT-97222, Kretingos r. sav.,",Vydmantai,LT-97221,Klaipeda County,Lithuania,2021-03-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
220,"UAB ""ŽUVITA""",LT 21-35 EB,FFP,Fishery products - EU,PP - Processing Plant,"Verslo g. 6, LT-94102 Klaipėda",Klaipėda,LT-94102,Klaipeda County,Lithuania,2024-05-31,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
221,"UAB ""Žuvis""",LT 21-07 EB,FFP,Fishery products - EU,PP - Processing Plant,"Tilžės g. 51, LT-91260 Klaipėda",Klaipėda,LT-91001,Klaipeda County,Lithuania,2021-03-16,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
222,UAB Akvapona,LT 41-15,FFP,Fishery products - EU,FFPP - Fresh Fishery Products Plant,"Skaisterių g. 2C,  Mickūnų sen., Vilniaus r.",Skaisterių k.,LT-13118,Vilnius County,Lithuania,2021-03-25,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
223,UAB Aljasas,LT 42-01,FFP,Fishery products - EU,PP - Processing Plant,"Elektrėnų sav.,  Pastrėvio sen.,  Mustenių  k.,  Elektrėnų  g. 45",Mustenių  k.,LT-21331,Vilnius County,Lithuania,2021-03-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
224,UAB Atlas Premium Lietuva,21-41,FFP,Fishery products - EU,PP - Processing Plant; WM - Wholesale Market,"Pramonės g.15, Klaipėda",Klaipėda,LT-94130,Klaipeda County,Lithuania,2025-10-15,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
225,UAB BALTIJOS DELIKATESAI,LT 25-01 EB,FFP,Fishery products - EU,PP - Processing Plant,"GANYKLŲ G,8B",Palanga,LT00126,Klaipeda County,Lithuania,2021-03-15,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
226,UAB BALTIJOS KONSERVAI,LT 55-02 EB,FFP,Fishery products - EU,PP - Processing Plant,"Rogainių g.64, Martinų k., LT-91277 Klaipėdos r.",Martinai,LT-91277,Klaipeda County,Lithuania,2021-03-12,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
227,UAB BLASTERA,LT 81-03,FFP,Fishery products - EU,PP - Processing Plant,"Statikų k., Deltuvos sen., Ukmergės r. sav.",Statikai,LT-20126,Vilnius County,Lithuania,2021-03-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
228,UAB Baisogalos bioenergija,171663689,FFP,Fishery products - EU,PP - Processing Plant,"Stoties g. 19, Pakiršinio k., Baisogalos sen., Radviliškio r.",Pakiršinio k.,LT-82297,Siauliai County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
229,UAB Bajorų žuvis,73-10,FFP,Fishery products - EU,PP - Processing Plant,"Ežero g.4, Bajoų k., Rokiškio km. sen., Rokiškio r. sav.",Rokiškis,LT-42102,Panevezys County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
230,UAB Baltic fish export,52-15,FFP,Fishery products - EU,PP - Processing Plant; FFPP - Fresh Fishery Products Plant,"Industrijos g. 1, Biruliškių k., Kauno r.",Biruliškės,LT-54469,Kaunas County,Lithuania,2022-04-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
231,UAB Baltic food partners,68-07,FFP,Fishery products - EU,PP - Processing Plant,"Birutes skg. 8, Plungės r. sav.",Maceniai,LT-90100,Telsiai County,Lithuania,2021-03-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
232,UAB Brolių rūkykla,LT 41-018 Ž,FFP,Fishery products - EU,FFPP - Fresh Fishery Products Plant,A. Mickevičiaus g. 56,Papiškės,LT-06292,Vilnius County,Lithuania,2021-03-26,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
233,UAB Bruišė,LT27-08 EB,FFP,Fishery products - EU,PP - Processing Plant,Janonio g. 9A,Panevežys,35101,Panevezys County,Lithuania,2021-03-16,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
234,UAB EDEGA,46-17,FFP,Fishery products - EU,PP - Processing Plant,"Kauno apskr. Jonavos r. sav., Ruklos sen., Rukla, Šaudyklos g. 6",Rukla,LT-55296,Kaunas County,Lithuania,2024-09-13,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
235,UAB EMSI,LT 41-015 Ž,FFP,Fishery products - EU,PP - Processing Plant,Bukiškio k.,Bukiškis,,Vilnius County,Lithuania,2021-03-26,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
236,UAB Euribija,190010807,FFP,Fishery products - EU,WM - Wholesale Market,"Taikos pr. 94, Kaunas",Kaunas,LT-51178,Kaunas County,Lithuania,2026-06-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
237,UAB FISHNET,LT 79-09,FFP,Fishery products - EU,FFPP - Fresh Fishery Products Plant,Tarpupio g. 29,Mamavio k.,LT-21169,Vilnius County,Lithuania,2021-03-26,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
238,UAB Food haus,LT 01-47,FFP,Fishery products - EU,PP - Processing Plant,"Pramonės g. 141, Vilniaus m. sav.",Vilnius,LT-11115,Vilnius County,Lithuania,2026-01-13,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
239,UAB Foodlevel,LT 01-02,FFP,Fishery products - EU,WM - Wholesale Market,Liepsnos g. 4,Vilnius,03154,Vilnius County,Lithuania,2023-04-12,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
240,UAB Gonas,77-10,FFP,Fishery products - EU,PP - Processing Plant,"Ližių g. 1, Ližių km., LT-72364 Tauragės r.",Tauragė,LT-72253,Taurage County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
241,UAB ICECO žuvis,LT 51-15 EB,FFP,Fishery products - EU,PP - Processing Plant,"Ledo g. 1, Liepynų k., LT-68126 Marijampolė",Liepynai,LT-68122,Marijampole County,Lithuania,2021-09-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
242,UAB Jolada,86-09,FFP,Fishery products - EU,PP - Processing Plant,"Aukštaičių g. 33,Cirkliškis,Cirkliškio sen.,Švenčionių r. sav.",Cirkliškis,LT-18123,Vilnius County,Lithuania,2021-03-16,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
243,UAB Karališka žuvis,LT 41-09,FFP,Fishery products - EU,FFPP - Fresh Fishery Products Plant,Prašiškių g. 53,Vanaginė,LT-14332,Vilnius County,Lithuania,2021-03-25,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
244,UAB Karosas,LT 01-097 Ž,FFP,Fishery products - EU,PP - Processing Plant,Gariūnų g. 56,Vilnius,02300,Vilnius County,Lithuania,2021-03-26,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
245,UAB Kėdainių konservų fabrikas,53-01,FFP,Fishery products - EU,PP - Processing Plant,"Šingalių k., Josvainių sen., Kėdainių r. LT-58191",Šingaliai,LT-58191,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
246,UAB Lestvus,LT 01-098 Ž,FFP,Fishery products - EU,PP - Processing Plant,Gurių g. 129,Vilnius,11346,Vilnius County,Lithuania,2021-03-26,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
247,UAB NORVELITA,72-09,FFP,Fishery products - EU,PP - Processing Plant,"PRAMONĖS G. 1, GABŠIŲ K., RASEINIŲ RAJ.",Gabšiai,LT-60180,Kaunas County,Lithuania,2023-06-01,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
248,UAB NS TRADING,72-01,FFP,Fishery products - EU,PP - Processing Plant,"Pramonės g. 5, Raseinių sen.",Gabšiai,LT-60180,Kaunas County,Lithuania,2023-06-01,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
249,UAB Orka foods,68-06,FFP,Fishery products - EU,PP - Processing Plant,"Birutės skg. 10, Macenių k., Plungės r. sav.",Maceniai,LT-90100,Telsiai County,Lithuania,2021-03-23,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
250,UAB PRO INDUSTRIJA,LT 21-18 EB,FFP,Fishery products - EU,PP - Processing Plant,Turgaus g. 5-4,Klaipėda,LT-91247,Klaipeda County,Lithuania,2021-03-12,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
251,UAB Palink,LT 01-15 EB,FFP,Fishery products - EU,FFPP - Fresh Fishery Products Plant,Kirtimų g. 57D,Vilnius,02244,Vilnius County,Lithuania,2021-03-25,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
252,UAB Plungės kooperatinė prekyba,68-08,FFP,Fishery products - EU,PP - Processing Plant,Birutės g. 50,Plungė,LT-90112,Telsiai County,Lithuania,2021-03-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
253,UAB Plungės šaltis,68-10,FFP,Fishery products - EU,PP - Processing Plant,Stoties g. 9,Plungė,LT-90115,Telsiai County,Lithuania,2021-03-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
254,UAB RASEINIŲ ŽUVININKYSTĖ,LT 72-07,FFP,Fishery products - EU,PP - Processing Plant,"Pramonės g. 1, Gabšių k., Raseinių sen., Raseinių r.",Gabšiai,LT-60180,Kaunas County,Lithuania,2021-03-15,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
255,UAB RENGMĖ,LT29-09,FFP,Fishery products - EU,PP - Processing Plant,"Šiauliai, Kupiškio g. 7",Šiauliai,LT-76146,Siauliai County,Lithuania,2022-05-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
256,UAB RIVONA,53-09,FFP,Fishery products - EU,PP - Processing Plant,"Pramonės g.15, Kėdainiai",Kėdainiai,LT-57241,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
257,UAB RSP,19-05,FFP,Fishery products - EU,PP - Processing Plant,"Taikos pr. 106D, Kaunas",Kaunas,LT-52265,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
258,UAB Rūkoriai,LT 01-083 Ž; LT 13-107 Ž,FFP,Fishery products - EU,PP - Processing Plant,Tarandės g. 9,Vilnius,LT-08200,Vilnius County,Lithuania,2021-03-26,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
259,UAB SALDOGA,LT 72-03,FFP,Fishery products - EU,PP - Processing Plant,"Pramonės g. 3, Raseinių sen.",Gabšiai,LT-60180,Kaunas County,Lithuania,2024-02-28,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
260,UAB Saldoga,52-38,FFP,Fishery products - EU,PP - Processing Plant,"Jiesios g. 6, Ilgakiemis, Kauno r.",Ilgakiemis,LT-53288,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
261,UAB Saldoga,52-16,FFP,Fishery products - EU,PP - Processing Plant,"Technikos g. 13, Ilgakiemis, Kauno r.",Ilgakiemis,LT-53288,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
262,UAB Seafood Market LT,01-57,FFP,Fishery products - EU,WM - Wholesale Market,"Servečės g. 2, Vilniaus m. sav.",Vilnius,LT-02121,Vilnius County,Lithuania,2026-06-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
263,UAB VASAKNOS,43-02 EB,FFP,Fishery products - EU,PP - Processing Plant,"Vasaknos, Dusetų sen., Zarasų r. sav.",Vasaknos,LT-32309,Utena County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
264,UAB VIČIŪNAI IR KO,135571967,FFP,Fishery products - EU,WM - Wholesale Market,Karaliaus Mindaugo pr. 38.,Kaunas,LT-44307,Kaunas County,Lithuania,2026-02-04,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
265,UAB Vičiūnai ir partneriai,68-11,FFP,Fishery products - EU,PP - Processing Plant,Birutės g. 48,Plungė,LT-90112,Telsiai County,Lithuania,2021-03-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
266,UAB jFish,52-19,FFP,Fishery products - EU,PP - Processing Plant,"Vingio g. 13, Naujieji Muniškiai, Kauno r.",Naujieji Muniškiai,LT-54317,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
267,UAB „Jūros Vėjas“,LT 88-06 EB,FFP,Fishery products - EU,FFPP - Fresh Fishery Products Plant,"K. Donelaičio g. 9F, Rusnė, LT-99344, Šilutės r. sav.",Rusnė,LT-99350,Klaipeda County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
268,UAB „Kintai“,LT 88-05 EB,FFP,Fishery products - EU,FFPP - Fresh Fishery Products Plant; PP - Processing Plant,"Povilų g. 1, Povilai, Kintų sen., LT- 99360, Šilutės r. sav.,",Povilai,,Klaipeda County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
269,UAB „Marlinas“ žuvų perdirbimo laivą „VILKAS“,LT 21-40 EB,FFP,Fishery products - EU,FV - Factory Vessel; ZV - Freezer Vessel,"Pylimo g. 4, Klaipėda",Klaipėda,LT-91249,Klaipeda County,Lithuania,2025-04-23,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
270,UAB“Rusnės Žuvis“,LT88-02 EB,FFP,Fishery products - EU,PP - Processing Plant,"Kūdros g. 27, Grabupių k., Šilutės r.sav.",Grabupiai,LT-99152,Klaipeda County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
271,"Uždaroji akcinė bendrovė ""Birvėtos tvenkiniai""",LT45-02EB,FFP,Fishery products - EU,FFPP - Fresh Fishery Products Plant,"Kalno g.65, Dysnos k., Didžiasalio sen., Ignalinos r. sav., LT-30151",Dysna,,Utena County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FISHERY_PRODUCTS_EU
