stt,ten_cong_ty,ma_phe_duyet,so_luong_nganh_cap_phep,cac_nganh_hoat_dong,cac_hoat_dong_chi_tiet,dia_chi,thanh_pho,ma_buu_chinh,vung_tinh,quoc_gia,ngay_cap_nhat_moi_nhat
216,"UAB ""Provincijos mėsa""",LT 39-08,2,RM (Meat of domestic ungulates) | RPM (Meat products),CP - Cutting Plant | PP - Processing Plant,"Rūdos k., Gižų sen., Vilkaviškio r. sav.",Gižai,LT-70314,Marijampole County,Lithuania,2021-03-12
217,"UAB ""REBA""",LT 56-01 EB,1,FFP (Fishery products - EU),PP - Processing Plant,"Šiaulių pl. 6, Gestautų k., , Kretingos r. sav.",Gestautai,,Klaipeda County,Lithuania,2021-03-22
218,"UAB ""RIMI LIETUVA""",42-11,5,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | FFP (Fishery products - EU) | RM (Meat of domestic ungulates) | PM (Meat from poultry and lagomorphs) | RPM (Meat products)",MM - Minced Meat Plant; MP - Meat Preparation Plant | PP - Processing Plant; FFPP - Fresh Fishery Products Plant | CP - Cutting Plant | PP - Processing Plant,"Migūčionių g. 1, Migūčionių k., Elektrėnų sen., Elektrėnų sav.",Gilučiai,LT-26131,Vilnius County,Lithuania,2026-09-09
219,"UAB ""ROMVYGA""",r LT PLA288765,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kirtimų g. 57B, Vilnius",Vilnius,03100,Vilnius County,Lithuania,2021-05-28
220,"UAB ""Rokiškio pieno gamyba""",LT 82-01 P EB,2,"MMP (Raw milk, dairy products, colostrum and colostrum-based products) | GEN (General activity establishment - EU)",PP - Processing Plant | CS - Cold Stores,Pramonės g. 8,Utena,LT-28216,Utena County,Lithuania,2021-03-18
221,"UAB ""Roleka""",LT 39-11,1,RPM (Meat products),PP - Processing Plant,"Vaidotų g. 8, Matlaukio k., Kybartų sen., Vilkaviškio r. sav.",Matlaukys,LT-70349,Marijampole County,Lithuania,2021-03-09
222,"UAB ""Samsonas""",LT 84-02,1,RM (Meat of domestic ungulates),SH - Slaughterhouse; CP - Cutting Plant,"Sodų g. 23, Vilkeliškių k., Šakių sen., Šakių r. sav.",Vilkeliškiai,LT-71124,Marijampole County,Lithuania,2021-03-09
223,"UAB ""Sanitex""",52001016,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Alšėnų g. 10, Kampiškių k., Alšėnų sen., Kauno r.",Alšėnai,LT-53303,Kaunas County,Lithuania,2023-10-11
224,"UAB ""Senieji Teresės mėsos gaminiai""",LT 58-01,2,RM (Meat of domestic ungulates) | RPM (Meat products),CP - Cutting Plant | PP - Processing Plant,"Dariaus ir Girėno g. 3a, Kazlų Rūda",Kazlų Rūda,LT-69428,Marijampole County,Lithuania,2021-03-09
225,"UAB ""TAURYS""",LT 56-02 EB,1,FFP (Fishery products - EU),PP - Processing Plant,"Mokyklos g. 2, Vydmantai LT-97222, Kretingos r. sav.,",Vydmantai,LT-97221,Klaipeda County,Lithuania,2021-03-22
226,"UAB ""Uriga""",84-02 P,1,"MMP (Raw milk, dairy products, colostrum and colostrum-based products)",PP - Processing Plant,"Tatarės g. 54, Lukšių k., Lukšių sen., Šakių r. sav.",Lukšiai,LT-71180,Marijampole County,Lithuania,2021-03-08
227,"UAB ""VIKEDA""",LT 53-05P EB,1,"MMP (Raw milk, dairy products, colostrum and colostrum-based products)",PP - Processing Plant,"J.Basanavičiaus g. 2B, Kėdainiai",Kėdainiai,LT-57151,Kaunas County,Lithuania,2024-03-21
228,"UAB ""VINGĖS LOGISTIKA""",LT 21-04 EB,1,GEN (General activity establishment - EU),CS - Cold Stores; WM - Wholesale Market,"Verslo g. 11, Klaipėda",Klaipėda,LT-94102,Klaipeda County,Lithuania,2021-03-12
229,"UAB ""VPA LOGISTICS""",LT 21-21 EB; LT 21-20 EB,1,GEN (General activity establishment - EU),CS - Cold Stores; WM - Wholesale Market,"Stariškės g. 29, Laistų k.  LT-95369
Klaipėdos r. sav.",Klaipėda,LT-92325,Klaipeda County,Lithuania,2021-03-12
230,"UAB ""Valdaragis""",LT34-04EB,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant,"Ateities g. 2, Katlėriai, Skiemonių sen., Anykščių r. sav., LT-29162",Katlėriai,,Utena County,Lithuania,2022-02-23
231,"UAB ""Vamėsa""",LT 58-02,2,RM (Meat of domestic ungulates) | RPM (Meat products),CP - Cutting Plant | PP - Processing Plant,"Čečetų k. 7, Kazlų Rūdos sen., Kazlų Rūdos sav.",Čečetai,LT-69394,Marijampole County,Lithuania,2021-03-09
232,"UAB ""Vigesta""",61-12,4,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | GEN (General activity establishment - EU) | RM (Meat of domestic ungulates) | RPM (Meat products)",MP - Meat Preparation Plant; MM - Minced Meat Plant | CS - Cold Stores | CP - Cutting Plant | PP - Processing Plant,"Naikių g. 16, Mažeikiai, Mažeikių r. sav.",Mažeikiai,LT-89126,Telsiai County,Lithuania,2024-01-18
233,"UAB ""Vičiūnai ir partneriai""",520002066,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Veterinarų g. 53, Biruliškių k., Karmėlavos sen., Kauno r.",Biruliškės,LT-50381,Kaunas County,Lithuania,2021-04-09
234,"UAB ""Šilo garsai""",19-29,2,RM (Meat of domestic ungulates) | RPM (Meat products),CP - Cutting Plant | PP - Processing Plant,"Europos pr. 122, Kaunas",Kaunas,LT-46351,Kaunas County,Lithuania,2022-03-02
235,"UAB ""ŽUVITA""",LT 21-35 EB,1,FFP (Fishery products - EU),PP - Processing Plant,"Verslo g. 6, LT-94102 Klaipėda",Klaipėda,LT-94102,Klaipeda County,Lithuania,2024-05-31
236,"UAB ""Žuvis""",LT 21-07 EB,2,FFP (Fishery products - EU) | GEN (General activity establishment - EU),PP - Processing Plant | RW - Re-wrapping Establishment,"Tilžės g. 51, LT-91260 Klaipėda",Klaipėda,LT-91001,Klaipeda County,Lithuania,2021-03-16
237,"UAB ,,Benerta""",LT49-19EB,2,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RM (Meat of domestic ungulates)",MP - Meat Preparation Plant; MM - Minced Meat Plant | CP - Cutting Plant,"Kriaučiškių g. 4, Kriaučiškių k., Žiežmarių apyl. sen. ,Kaišiadorių r. sav., LT-56117",Kriaučiškės,,Kaunas County,Lithuania,2021-03-18
238,"UAB ,,Girelės paukštynas""",LT49-07EB; LT49-02EB; LT49-09EB,3,GEN (General activity establishment - EU) | PM (Meat from poultry and lagomorphs) | EEP (Eggs and egg products),CS - Cold Stores | SH - Slaughterhouse; CP - Cutting Plant | EPC - Egg-packing Centre; LEP - Liquid Egg Plant,"Paukštininkų g. 38, Kaišiadorys",Kaišiadorys,LT-56110,Kaunas County,Lithuania,2021-10-25
239,"UAB ,,Kadagio dūmas""",LT49-17EB,1,RPM (Meat products),PP - Processing Plant,"Sekionių k. Kruonio sen., Kaišiadorių r. sav. LT-56307",Sekionys,,Kaunas County,Lithuania,2021-03-18
240,"UAB ,,LOBBY BALTIC""",61-08,2,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RPM (Meat products)",MP - Meat Preparation Plant | PP - Processing Plant,"Naftininkų g. 38-2, Mažeikiai, Mažeikių sen., Mažeikių r.sav., Telšių apskr.",Mažeikiai,LT-89132,Telsiai County,Lithuania,2021-03-15
241,"UAB ,,Žiežmarių mėsa""",LT49-05EB,2,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RPM (Meat products)",MP - Meat Preparation Plant | PP - Processing Plant,"Pakertų k., Žiežmarių apyl. sen., Kaišiadorių r. sav.",Pakertai,LT-56239,Kaunas County,Lithuania,2021-03-18
242,UAB AG SEAFOOD LITHUANIA,190006911,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Taikos pr. 94, Kaunas",Kaunas,LT-51178,Kaunas County,Lithuania,2022-03-31
243,UAB AGARAS,LT 36-09,1,RM (Meat of domestic ungulates),SH - Slaughterhouse,"Agaro g. 5, Balandiškių k., Pabiržės sen., Biržų r.",Balandiškiai,LT-41383,Panevezys County,Lithuania,2025-04-24
244,UAB AISVITA,LT 11-02,1,"CAS (Treated stomachs, bladders and intestines: casings only)",PP - Processing Plant,Pievų g. 11,Alytus,LT-62175,Alytus County,Lithuania,2021-03-18
245,UAB AKVAVITUS,190000462; 190006775,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kauno apskr., Kauno m. sav., Kaunas, Taikos pr. 94",Kaunas,LT-51178,Kaunas County,Lithuania,2021-03-18
246,UAB AUROL LOGISTICS,53-13,1,GEN (General activity establishment - EU),WM - Wholesale Market; CS - Cold Stores,"Vandenvietės g. 9, Kėdainiai",Kėdainiai,LT-57242,Kaunas County,Lithuania,2021-03-17
247,UAB Abela,190006783,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Taikos pr. 94, Kaunas",Kaunas,LT-51178,Kaunas County,Lithuania,2021-03-19
248,UAB Ablatus,520001618,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Marijampolės g. 27, Pagirių k., Garliavos sen., Kauno r.",Pagiriai,LT-53282,Kaunas County,Lithuania,2021-03-18
249,UAB Agrokontraktas,190000463,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Taikos pr. 94, Kaunas",Kaunas,LT-51178,Kaunas County,Lithuania,2021-03-19
250,UAB Agromėsa,LT 42-03,3,GEN (General activity establishment - EU) | PM (Meat from poultry and lagomorphs) | RPM (Meat products),CS - Cold Stores | SH - Slaughterhouse | PP - Processing Plant,"Elektrėnų sav., Vievio sen., Ausieniškių k., Paukštyno g. 9",Ausieniškių k.,LT-21365,Vilnius County,Lithuania,2021-03-22
251,UAB Akvapona,LT 41-15,1,FFP (Fishery products - EU),FFPP - Fresh Fishery Products Plant,"Skaisterių g. 2C,  Mickūnų sen., Vilniaus r.",Skaisterių k.,LT-13118,Vilnius County,Lithuania,2021-03-25
252,UAB Alantos agroservisas,LT62-02 EB; EB62-02,2,GM (Meat of farmed game) | RPM (Meat products),SH - Slaughterhouse | PP - Processing Plant,"Molėtų r. sav., Alanta, Sodo al. 2D",Alanta,LT-33312,Utena County,Lithuania,2022-01-11
253,UAB Alekniškis,LT 89-03,2,GEN (General activity establishment - EU) | RPM (Meat products),CS - Cold Stores | PP - Processing Plant,"Širvintų r. sav., Širvintų sen., Šiaulių k., Plento g. 6",Šiaulių k.,LT-19212,Vilnius County,Lithuania,2021-06-21
254,UAB Alevista,52-17,3,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | PM (Meat from poultry and lagomorphs) | RPM (Meat products)",MSM - Mechanically Separated Meat Plant; MP - Meat Preparation Plant | CP - Cutting Plant | PP - Processing Plant,"Ežero g. 46, Piliuonos k., Taurakiemio sen., Kauno raj.",Piliuona,LT-53182,Kaunas County,Lithuania,2021-03-19
255,UAB Aljasas,LT 42-01,1,FFP (Fishery products - EU),PP - Processing Plant,"Elektrėnų sav.,  Pastrėvio sen.,  Mustenių  k.,  Elektrėnų  g. 45",Mustenių  k.,LT-21331,Vilnius County,Lithuania,2021-03-22
256,UAB Alksnio dūmas,LT66-26 EB,1,RPM (Meat products),PP - Processing Plant,"Klevų g. 36, Vaivadų k., LT-38444",Vaivadai,LT-38444,Panevezys County,Lithuania,2021-03-16
257,UAB Almasta,52-11,2,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RPM (Meat products)",MM - Minced Meat Plant; MP - Meat Preparation Plant | PP - Processing Plant,"Garliavos g. 70, Mastaičiai, Kauno raj.",Mastaičiai,LT-53311,Kaunas County,Lithuania,2021-03-19
258,UAB Appetitum,41-25,1,GEN (General activity establishment - EU),WM - Wholesale Market; RW - Re-wrapping Establishment; CS - Cold Stores,"Vilniaus r. sav., Riešės sen., Naujakiemio k., Vilniaus g. 22",Naujakiemis,LT-14257,Vilnius County,Lithuania,2026-03-30
259,UAB Arkties kelias,37MTSPĮ-112,1,GEN (General activity establishment - EU),CS - Cold Stores,Šilutės pl. 9,Klaipėda,LT-91109,Klaipeda County,Lithuania,2026-04-16
260,UAB Armeni,19-06,1,RPM (Meat products),PP - Processing Plant,"Josvainių g. 36, Kaunas",Kaunas,LT-47141,Kaunas County,Lithuania,2021-03-17
261,UAB Asia Food,LT 01-46,1,GEN (General activity establishment - EU),CS - Cold Stores,S. Dariaus ir S.Girėno g. 42,Vilnius,02189,Vilnius County,Lithuania,2021-03-25
262,UAB Atlas Premium Lietuva,21-41,1,FFP (Fishery products - EU),PP - Processing Plant; WM - Wholesale Market,"Pramonės g.15, Klaipėda",Klaipėda,LT-94130,Klaipeda County,Lithuania,2025-10-15
263,UAB Aujoris,52-10,1,RPM (Meat products),PP - Processing Plant,"Obelyno g. 10, Vaišvydava, Kauno raj.",Vaišvydava,LT-53109,Kaunas County,Lithuania,2021-03-16
264,UAB Aukštaitijos žvėriena,LT66-07 EB,1,WM (Wild game meat),GHE - Game-Handling Establishment; CP - Cutting Plant,"Naruševičiaus g. 103, Molainių k., Panevėžio r., LT-37175",Panevežys,35100,Panevezys County,Lithuania,2021-03-16
265,UAB Avirginida,87-09,1,RM (Meat of domestic ungulates),CP - Cutting Plant; SH - Slaughterhouse,"L. Ivinskio g. 55, 75113 Vingininkai, Šilalės kaimiškoji sen., Šilalės r. sav.",Šilalė,,Taurage County,Lithuania,2021-10-20
266,UAB BALTIC FOODIS,520001686,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kauno apskr. Kauno r. sav., Ringaudų sen., Virbališkių k., Verslo g. 3",Dievogalos k.,LT-53424,Kaunas County,Lithuania,2021-03-18
267,UAB BALTIC LARUS,520000736; 190011298,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kauno apskr. Kauno r. sav., Garliavos sen., Pagirių k., Marijampolės g. 27",Pagiriai,LT-53282,Kaunas County,Lithuania,2021-03-18
268,UAB BALTIJOS DELIKATESAI,LT 25-01 EB,1,FFP (Fishery products - EU),PP - Processing Plant,"GANYKLŲ G,8B",Palanga,LT00126,Klaipeda County,Lithuania,2021-03-15
269,UAB BALTIJOS KONSERVAI,LT 55-02 EB,1,FFP (Fishery products - EU),PP - Processing Plant,"Rogainių g.64, Martinų k., LT-91277 Klaipėdos r.",Martinai,LT-91277,Klaipeda County,Lithuania,2021-03-12
270,UAB BALTIJOS SPRENDIMAI,520001532,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kauno apskr., Kauno r. sav., Karmėlavos sen., Ramučiai, Vijoklių g. 31",Narėpai,LT-54467,Kaunas County,Lithuania,2021-03-18
271,UAB BALTMĖSA,LT 47-11,2,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RPM (Meat products)",MP - Meat Preparation Plant | PP - Processing Plant,"Šiaulių apskr. Joniškio r. Saugėlaukio sen., Bariūnų k., Senoji g. 4, LT-84420",Joniškis,LT-84420,Siauliai County,Lithuania,2025-02-24
272,UAB BANDI EUROPE,53-08,1,GEN (General activity establishment - EU),WM - Wholesale Market; CS - Cold Stores,"Pramonės g., 2B, Paobelio k., Kėdainių mst. sen.,",Paobelio k.,LT-58158,Kaunas County,Lithuania,2021-03-17
273,UAB BEER GROUP,190011204,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kauno apskr. Kauno m. sav., Kaunas, Taikos pr. 96",Kaunas,LT-51178,Kaunas County,Lithuania,2021-03-18
274,UAB BHJ BALTIC,190000409,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Taikos pr. 94, Kaunas",Kaunas,LT-51178,Kaunas County,Lithuania,2021-03-19
275,UAB BLASTERA,LT 81-03,1,FFP (Fishery products - EU),PP - Processing Plant,"Statikų k., Deltuvos sen., Ukmergės r. sav.",Statikai,LT-20126,Vilnius County,Lithuania,2021-03-22
276,UAB Baisogalos bioenergija,171663689,1,FFP (Fishery products - EU),PP - Processing Plant,"Stoties g. 19, Pakiršinio k., Baisogalos sen., Radviliškio r.",Pakiršinio k.,LT-82297,Siauliai County,Lithuania,2021-03-18
277,UAB Bajorų žuvis,73-10,1,FFP (Fishery products - EU),PP - Processing Plant,"Ežero g.4, Bajoų k., Rokiškio km. sen., Rokiškio r. sav.",Rokiškis,LT-42102,Panevezys County,Lithuania,2021-03-17
278,UAB Baltasis Pyragas,460000278,1,GEN (General activity establishment - EU),CS - Cold Stores,"Sodų g. 11, Jonava, LT 55190",Jonava,,Kaunas County,Lithuania,2025-03-20
279,UAB Baltaxia Kaunas,190009628,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Tilžės g. 41, Kaunas",Kaunas,LT-47182,Kaunas County,Lithuania,2021-03-19
280,UAB Baltic Foods,01-31,1,GEN (General activity establishment - EU),CS - Cold Stores; WM - Wholesale Market; RW - Re-wrapping Establishment,Kirtimų g. 57A,Vilnius,02244,Vilnius County,Lithuania,2025-01-14
281,UAB Baltic egg production,68-09,1,EEP (Eggs and egg products),PP - Processing Plant; LEP - Liquid Egg Plant,"Birutės skg. 5, Plungės r. sav.",Maceniai,LT-90100,Telsiai County,Lithuania,2021-03-22
282,UAB Baltic fish export,52-15; 52-36; 19-19,2,FFP (Fishery products - EU) | GEN (General activity establishment - EU),PP - Processing Plant; FFPP - Fresh Fishery Products Plant | CS - Cold Stores; RW - Re-wrapping Establishment; WM - Wholesale Market | CS - Cold Stores; WM - Wholesale Market,"Industrijos g. 1, Biruliškių k., Kauno r.",Biruliškės,LT-54469,Kaunas County,Lithuania,2026-02-12
283,UAB Baltic food partners,68-07; 190011863; 520001875,2,FFP (Fishery products - EU) | GEN (General activity establishment - EU),PP - Processing Plant | WM - Wholesale Market,"Birutes skg. 8, Plungės r. sav.",Maceniai,LT-90100,Telsiai County,Lithuania,2021-03-22
284,UAB Baltic logistic solutions,52-12,1,GEN (General activity establishment - EU),CS - Cold Stores,"Alšėnų g. 8, 12, Kampiškiai, Kauno r.",Alšėnai,LT-53303,Kaunas County,Lithuania,2021-03-17
285,UAB Bandymas,KDS3298736,1,"MMP (Raw milk, dairy products, colostrum and colostrum-based products)",CC - Collection Centre,Gatvės g. 15-36,Vilnius,05001,Vilnius County,Lithuania,2021-11-24
286,UAB Bardra,LT 01-39,1,"MMP (Raw milk, dairy products, colostrum and colostrum-based products)",PP - Processing Plant,Sandėlių g. 38,Vilnius,02244,Vilnius County,Lithuania,2021-03-23
287,UAB Bidfood Lietuva,LT52-26,1,GEN (General activity establishment - EU),CS - Cold Stores; WM - Wholesale Market,"Erdvės g. 6,  Ramučių km., LT-52114 Kauno raj, Lithuania",Ramučių k.,LT-52114,Kaunas County,Lithuania,2025-08-06
288,UAB Bravopasta,LT 41-16,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant,Centrinė g. 21,Pikutiškės,LT-14300,Vilnius County,Lithuania,2021-03-25
289,UAB Brolių rūkykla,LT 41-018 Ž,1,FFP (Fishery products - EU),FFPP - Fresh Fishery Products Plant,A. Mickevičiaus g. 56,Papiškės,LT-06292,Vilnius County,Lithuania,2021-03-26
290,UAB Bruišė,LT27-08 EB,1,FFP (Fishery products - EU),PP - Processing Plant,Janonio g. 9A,Panevežys,35101,Panevezys County,Lithuania,2021-03-16
291,UAB Bruknė,190010308,1,GEN (General activity establishment - EU),WM - Wholesale Market,"V.Krėvės pr. 43, Kaunas",Kaunas,LT-51178,Kaunas County,Lithuania,2021-03-19
292,UAB CANTALE,18-16,1,RM (Meat of domestic ungulates),SH - Slaughterhouse,"Sasnos g. 5, Kantališkių k., Sasnavos sen., Marijampolės sav.",Kantališkiai,LT-69481,Marijampole County,Lithuania,2022-03-31
293,UAB COMFORT FOODS,52-44,2,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RPM (Meat products)",MP - Meat Preparation Plant | PP - Processing Plant,"Kauno r. sav., Samylų sen., Samylų k., J. Biliūno g. 1",Samylai,LT-53143,Kaunas County,Lithuania,2026-02-23
294,UAB Camargo,LT 41-03 EB,1,FLS (Frogs' legs and snails),PP - Processing Plant,"Pakalnės g. 7, Bezdonys",Bezdonys,LT-15203,Vilnius County,Lithuania,2021-03-25
295,UAB Cesta,LT 41-05; LT67-14 EB; LT 41-05 EB,4,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RM (Meat of domestic ungulates) | PM (Meat from poultry and lagomorphs) | GM (Meat of farmed game)",MP - Meat Preparation Plant; MM - Minced Meat Plant | SH - Slaughterhouse | SH - Slaughterhouse; CP - Cutting Plant,Riešės g. 10,Riešė,LT-14260,Vilnius County,Lithuania,2025-04-24
296,UAB DAIGINTRAS,520000992,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kauno apskr. Kauno r. sav., Ringaudų sen., Virbališkių k., Verslo g. 3",Dievogalos k.,LT-53424,Kaunas County,Lithuania,2021-03-18
297,UAB DAIGITA,87-02,1,RPM (Meat products),PP - Processing Plant,"Atgimimo g. 2, 75202 Naujasis Obelynas, Upynos sen., Šilalės r. sav.",Šilalė,,Taurage County,Lithuania,2021-10-20
298,UAB DAISENA,190000223,1,GEN (General activity establishment - EU),WM - Wholesale Market,"SANDRAUGOS 23, Kaunas",Kaunas,LT52102,Kaunas County,Lithuania,2022-11-08
299,UAB DAIVIDA,73-09,1,RPM (Meat products),PP - Processing Plant,Ąžuolų g.21,Rokiškis,LT-42135,Panevezys County,Lithuania,2021-03-16
300,UAB DARVĖJA    LT 71-03,303063941,1,FLS (Frogs' legs and snails),PP - Processing Plant,"ŽVEJŲ  10, ŠEDUVA, RADVILIŠKIO RAJ.",Šeduva,LT-82228,Siauliai County,Lithuania,2021-03-18
301,UAB DELIKATESAS,LT-47-26,1,RPM (Meat products),PP - Processing Plant,V.Kudirkos g.2,Joniškis,LT-84119,Siauliai County,Lithuania,2021-11-18
302,UAB DILMERA,190003699,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kauno apskr. Kauno m. sav., Kaunas, Partizanų g. 15",Kaunas,LT-50201,Kaunas County,Lithuania,2021-03-18
303,UAB DIVAKS,01-47,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Pulko g. 2, Vilnius",Vilnius,LT-08221,Vilnius County,Lithuania,2024-09-03
304,UAB DORA,LT29-04,1,RPM (Meat products),PP - Processing Plant,Kauno g. 16,Šiauliai,LT-78103,Siauliai County,Lithuania,2021-03-17
305,UAB DR. OETKER LIETUVA,520001734,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kauno apskr., Kauno r. sav., Karmėlavos sen., Ramučių k., Erdvės g. 47",Kaunas,LT-52109,Kaunas County,Lithuania,2021-03-18
306,UAB DVARO MĖSA,LT 33-06 EB,1,RPM (Meat products),PP - Processing Plant,Olakalnio g. 25A,Bendrės,LT-64235,Alytus County,Lithuania,2021-03-17
307,UAB Dainiai,LT94-16 EB; LT94-16EB,3,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RM (Meat of domestic ungulates) | RPM (Meat products)",MP - Meat Preparation Plant; MM - Minced Meat Plant | SH - Slaughterhouse; CP - Cutting Plant | PP - Processing Plant,Eržvilko g. 7,Dainiai,LT-74112,Taurage County,Lithuania,2021-11-18
308,UAB Dairy experts,38-07,1,GEN (General activity establishment - EU),RW - Re-wrapping Establishment,Vilniaus g. 2A,Senoji Varėna,LT-65489,Alytus County,Lithuania,2023-03-02
309,UAB DairyHub.LT,LT 81-08P,1,"MMP (Raw milk, dairy products, colostrum and colostrum-based products)",PP - Processing Plant,"Vilniaus apskr., Ukmergės r. sav., Ukmergės miesto sen., Ukmergė, Kauno g. 65",Ukmergė,LT-20118,Vilnius County,Lithuania,2022-12-09
310,UAB Dargita tau,19-07,3,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RM (Meat of domestic ungulates) | RPM (Meat products)",MP - Meat Preparation Plant; MM - Minced Meat Plant | CP - Cutting Plant | PP - Processing Plant,"Samylų g. 17, Kaunas",Kaunas,LT-45444,Kaunas County,Lithuania,2021-03-19
311,UAB Delikana,190011997; 190012368; 190010671,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Europos pr. 38, Kaunas",Kaunas,LT-46369,Kaunas County,Lithuania,2021-03-18
312,UAB Delikatesai,520001709,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Marijampolės g. 27, Pagiriai, Garliavos sen., Kauno r.",Pagiriai,LT-53282,Kaunas County,Lithuania,2021-03-19
313,UAB EDEGA,46-17,2,FFP (Fishery products - EU) | GEN (General activity establishment - EU),PP - Processing Plant | CS - Cold Stores,"Kauno apskr. Jonavos r. sav., Ruklos sen., Rukla, Šaudyklos g. 6",Rukla,LT-55296,Kaunas County,Lithuania,2024-09-13
314,UAB EIRIMĖ IR KO,190002141,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kauno apskr. Kauno m. sav., Kaunas, Raudondvario pl. 101",Kaunas,LT-47185,Kaunas County,Lithuania,2021-03-18
315,UAB ELITEX BALTIC,190010874,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kauno apskr. Kauno m. sav., Kaunas, Europos pr. 38",Kaunas,LT-46369,Kaunas County,Lithuania,2021-03-18
316,UAB EMERTA,43-03,1,FLS (Frogs' legs and snails),PP - Processing Plant,"Paskardiškis, Salako sen., Zarasų r. sav.",Paskardiškis,LT-32216,Utena County,Lithuania,2021-03-18
317,UAB EMSI,LT 41-015 Ž,1,FFP (Fishery products - EU),PP - Processing Plant,Bukiškio k.,Bukiškis,,Vilnius County,Lithuania,2021-03-26
318,UAB EUGESTA,LT 01-33 EB,1,GEN (General activity establishment - EU),WM - Wholesale Market; CS - Cold Stores,Veisiejų g. 135,Vilnius,LT-02236,Vilnius County,Lithuania,2021-06-22
319,UAB Eiginta,19-03,3,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RM (Meat of domestic ungulates) | RPM (Meat products)",MM - Minced Meat Plant; MP - Meat Preparation Plant | CP - Cutting Plant | PP - Processing Plant,"Panerių g., 58, Kaunas",Kaunas,LT-48349,Kaunas County,Lithuania,2021-03-19
320,UAB Eigirdžių agrofirma,LT 78-02 EB,1,RM (Meat of domestic ungulates),SH - Slaughterhouse,Telšės g.11,Eigirdžiai,LT-88127,Telsiai County,Lithuania,2021-03-19
321,UAB Eko pirk,LT 01-37 P,1,"MMP (Raw milk, dairy products, colostrum and colostrum-based products)",PP - Processing Plant,Mokslininkų g. 6A,Vilnius,08412,Vilnius County,Lithuania,2021-03-25
322,UAB Eladus,LT 01-06,1,GEN (General activity establishment - EU),CS - Cold Stores,Titnago g. 8B,Vilnius,02300,Vilnius County,Lithuania,2021-03-25
323,UAB Euribija,190010807,2,FFP (Fishery products - EU) | GEN (General activity establishment - EU),WM - Wholesale Market,"Taikos pr. 94, Kaunas",Kaunas,LT-51178,Kaunas County,Lithuania,2026-06-09
324,UAB Eurilata,LT 41-10,2,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RPM (Meat products)",MM - Minced Meat Plant; MP - Meat Preparation Plant | PP - Processing Plant,Pikeliškių g. 2,Pikeliškės,LT-15140,Vilnius County,Lithuania,2021-03-22
325,UAB Euroginta,LT 41-014 M,1,PM (Meat from poultry and lagomorphs),SH - Slaughterhouse,A. Mickevičiaus g. 58,Papiškės,LT-06292,Vilnius County,Lithuania,2021-06-22
326,UAB Europe eggs,68-04,1,EEP (Eggs and egg products),EPC - Egg-packing Centre,"Birutės sgk. 5, Plungės r. sav.",Maceniai,LT-90100,Telsiai County,Lithuania,2021-03-22
327,UAB FISHNET,LT 79-09,1,FFP (Fishery products - EU),FFPP - Fresh Fishery Products Plant,Tarpupio g. 29,Mamavio k.,LT-21169,Vilnius County,Lithuania,2021-03-26
